tag,engine,file,text,audio_s,proc_s,rtf
L4,whisper,white_0dB/heavy/s3_spk2.wav,所以你可以认识我们因为我不太见识晚日最晚好个人晚日最晚我们没有额外的起点来布置更发动一个更发动对又比方需要但它是好玩结果我不喜欢,15.75,2.15,0.136
L4,whisper,white_0dB/heavy/s4_spk1.wav,请不吝点赞 订阅 转发 打赏支持明镜与点点栏目,13.74,0.96,0.070
L4,whisper,white_0dB/heavy/s4_spk2.wav,我可以我我我我我我,13.74,11.48,0.836
L4,whisper,white_0dB/light/s0_spk1.wav,我们下期再见,23.55,0.53,0.022
L4,whisper,white_0dB/light/s0_spk2.wav,"哦,不太迷思,我可以,我,哪怕是,我刷个试试,因为你可以为了身体健康,因为可以写到晚睡晚起,早夜,要个人,可以写这个在这边,你当时要的,那它是什么,晚睡,我都不知道,好,我先表晚睡晚起,下半的时间,你写晚睡,你在讲的熬夜,所谓的熬夜,就是晚睡晚起,是吧?",23.55,3.81,0.162
L4,whisper,white_0dB/light/s1_spk1.wav,请不吝点赞 订阅 转发 打赏支持明镜与点点栏目,22.94,1.06,0.046
L4,whisper,white_0dB/light/s1_spk2.wav,睡早起也让你睡早起我帮你再稍微解释一下因为你可以等睡吧它让你在那个时间你帮你休息我的一个问题上班的时间比例也网络我的个人可以支配得到的日常时间现在讲的熬夜所谓的熬夜就是晚睡,22.94,2.30,0.100
L4,whisper,white_0dB/light/s2_spk1.wav,好好好好好好好好好好好,20.72,1.51,0.073
L4,whisper,white_0dB/light/s2_spk2.wav,"不落分子,被淘汰也好,因為你可以淘汰我幫你再說一句,哪怕你發個訊息上班的時間不太有網,我兩點睡,十點起比方是要,那它是通關,接網,下班的時間一定結網",20.72,2.04,0.098
L4,whisper,white_0dB/light/s3_spk1.wav,中文字幕志愿者 李宗盛,21.39,0.69,0.032
L4,whisper,white_0dB/light/s3_spk2.wav,因为你可以为了身体健康不太我可以好睡早起也好睡到晚睡晚起既然是晚睡晚起发动个人的中国空间毕竟也就这么你是怎么多出额外的时间来做这个跟班对六点比方是药那它是怎么完缺物的,21.39,4.03,0.189
L4,whisper,white_0dB/light/s4_spk1.wav,请不吝点赞 订阅 转发 打赏支持明镜与点点栏目,19.24,1.93,0.100
L4,whisper,white_0dB/light/s4_spk2.wav,不太明智他让你在那个时间段拥有因为你可以早睡因为你可以被个身体健康晚睡晚个人的生活空间也就这么一点下半段时间也晚既然你是晚睡晚,19.24,3.88,0.202
L5,whisper,babble_0dB/heavy/s0_spk1.wav,请不吝点赞 订阅 转发 打赏支持明镜与点点栏目,17.10,2.46,0.144
L5,whisper,babble_0dB/heavy/s0_spk2.wav,请不吝点赞 订阅 转发 打赏支持明镜与点点栏目,17.10,1.90,0.111
L5,whisper,babble_0dB/heavy/s1_spk1.wav,感谢您的观看,17.43,1.12,0.064
L5,whisper,babble_0dB/heavy/s1_spk2.wav,中文字幕志愿者 杨茜茜,17.43,1.04,0.060
L5,whisper,babble_0dB/heavy/s2_spk1.wav,请不吝点赞 订阅 转发 打赏支持明镜与点点栏目,15.09,1.87,0.124
L5,whisper,babble_0dB/heavy/s2_spk2.wav,请不吝点赞 订阅 转发 打赏支持明镜与点点栏目,15.09,1.95,0.129
L5,whisper,babble_0dB/heavy/s3_spk1.wav,请勿模仿,15.75,0.89,0.057
L5,whisper,babble_0dB/heavy/s3_spk2.wav,中文字幕志愿者 杨茜茜,15.75,1.31,0.083
L5,whisper,babble_0dB/heavy/s4_spk1.wav,中文字幕志愿者 李宗盛,13.74,1.15,0.084
L5,whisper,babble_0dB/heavy/s4_spk2.wav,中文字幕志愿者 杨茜茜,13.74,1.16,0.084
L5,whisper,babble_0dB/light/s0_spk1.wav,感谢您的观看,23.55,0.87,0.037
L5,whisper,babble_0dB/light/s0_spk2.wav,中文字幕——YK,23.55,0.91,0.039
L5,whisper,babble_0dB/light/s1_spk1.wav,请不吝点赞 订阅 转发 打赏支持明镜与点点栏目,22.94,1.78,0.078
L5,whisper,babble_0dB/light/s1_spk2.wav,请不吝点赞 订阅 转发 打赏支持明镜与点点栏目,22.94,1.94,0.084
L5,whisper,babble_0dB/light/s2_spk1.wav,中文字幕志愿者 李宗盛,20.72,1.34,0.065
L5,whisper,babble_0dB/light/s2_spk2.wav,中文字幕志愿者 李宗盛,20.72,1.22,0.059
L5,whisper,babble_0dB/light/s3_spk1.wav,请不吝点赞订阅订阅,21.39,1.25,0.059
L5,whisper,babble_0dB/light/s3_spk2.wav,中文字幕志愿者 杨茜茜,21.39,1.25,0.059
L5,whisper,babble_0dB/light/s4_spk1.wav,请不吝点赞 订阅 转发 打赏支持明镜与点点栏目,19.24,1.96,0.102
L5,whisper,babble_0dB/light/s4_spk2.wav,感谢观看,19.24,0.88,0.046
L5,whisper,clean/heavy/s0_spk1.wav,"哦,不太一致,我可以跟你说,我的个人是,对,对,对,当时要看他的生活环境,因为他觉得晚睡晚睡,哦,我一直要晚睡晚睡,哦,在下班的时间,用夜晚,是在讲着熬夜,所谓的熬夜就是晚睡晚睡嘛。",17.10,4.29,0.251
L5,whisper,clean/heavy/s0_spk2.wav,"哦,不太一定,我可以给你解释,打发这个记忆,这是发动人的记忆,因为你记忆会有生死线,你会觉得晚睡晚醒,它让你在亚烂的时间中有晚睡,是在讲的熬夜所谓的熬夜就是晚睡晚醒吧。",17.10,4.32,0.252
L5,whisper,clean/heavy/s1_spk1.wav,最早起也是熬夜的没问题没问题 没问题真不着急在上班时间一定也有晚睡我的月的日常时间是一日的不错吧你在讲的熬夜所谓的熬夜就是晚睡晚起,17.43,4.18,0.240
L5,whisper,clean/heavy/s1_spk2.wav,晚睡早起也算熬夜因为你可以早睡没问题它让你在上班的时间可以容易晚睡所以你可以为了身体健康可以随意的日常时间休息现在讲的熬夜所谓的熬夜就是晚睡晚睡,17.43,4.31,0.247
L5,whisper,clean/heavy/s2_spk1.wav,请不吝点赞 订阅 转发 打赏支持明镜与点点栏目,15.09,16.58,1.099
L5,whisper,clean/heavy/s2_spk2.wav,不落分也必须要最早起因为你可以早睡我方便你再稍微几点让它给你几点发抖一点让它稍微不太几点我们可以下半段时间必须写完,15.09,4.19,0.278
L5,whisper,clean/heavy/s3_spk1.wav,那你可以为了身体健康我的意愿不太一致既然你是玩意儿我最少个人的中途空间也就这么临用什么额外的体验来过去一个发抖的跟八旅水六旅你忙是要那它是怎么环节我们的空气的,15.75,5.41,0.344
L5,whisper,clean/heavy/s3_spk2.wav,因为你可以为了身体健康既然你是晚日饿人的你最晚日你怎么可以饿我自己一个发抖音的机器跟8点睡6点吃饭你忙是要那它怎么缓解我这个东西的,15.75,19.40,1.231
L5,whisper,clean/heavy/s4_spk1.wav,"哦,不太一致,我可以,我,哦,你刚刚是要,但他什么环节,拥有的,因为你个人在这儿,那你,你做什么,我的意思就是,下班最晚,别晚,既然你是晚,最晚。",13.74,3.74,0.272
L5,whisper,clean/heavy/s4_spk2.wav,他让你要在这种环境中拥有的个人的生活空间那你自己就这么建你都觉得晚睡晚起既然你是晚睡晚起,13.74,2.97,0.216
L5,whisper,clean/light/s0_spk1.wav,哦不太意识我可以给你我打发这个自己是一个耍早一个自己因为你可以为了生时间他们都觉得晚睡晚起是熬夜我的个人他让你在那个时间段要问他是怎么缓解我们的空气的我先聊晚睡晚起你下班的时间必定也晚是在讲的熬夜所谓的熬夜就是晚睡晚起是吧,23.55,6.86,0.291
L5,whisper,clean/light/s0_spk2.wav,"不太一致,我可以给你组织,哪怕这个字是一个耍抖音的字,因为你可以为了身体健康,你都觉得晚睡晚起也是熬夜。我的个人,他让你认识的,你能需要的,那他是怎么缓解我们的空气的?我先聊晚睡晚起,下班的时间必定也晚,是在讲着熬夜,所谓的熬夜就是晚睡晚起。",23.55,5.92,0.251
L5,whisper,clean/light/s1_spk1.wav,早睡早起也算熬夜了我方这里再稍微解释一下因为你可以早睡早起它让你在那个时间段你方是一样那它是怎么换的所以你可以为了身体健康没问题没问题先不着急上班的时间毕竟也晚我的个人可以支配的日常时间是一致的是在讲的熬夜所谓的熬夜就是晚睡晚起,22.94,6.80,0.296
L5,whisper,clean/light/s1_spk2.wav,晚睡早起也算熬夜了我忘记你再稍微解释一下因为你可以早睡它让你在那个时间段你帮我用药那它怎么换因为你可以为了身体健康没问题没问题你先不知道上班的时间毕竟也晚我的个人可以支配的日常时间是一致的是吧其实在讲的熬夜所谓的熬夜就是晚睡晚起,22.94,7.25,0.316
L5,whisper,clean/light/s2_spk1.wav,其实部落分也是一样早睡早起也太讨厌了因为你可以早睡早起我方这里再稍微解释一下哪怕这个地址是一个刷抖音的地址上班的时间必定也晚我两点睡十点起你方是要那它是怎么环节我们的工资的你下班的时间必定也晚,20.72,6.15,0.297
L5,whisper,clean/light/s2_spk2.wav,不落分也要晚睡早起也算好业了因为你可以早睡我忘记你在稍微解释一下哪怕这个事情是一个刷抖音的地方上班的时间必须也晚两点睡十点起你忙是要那它是怎么环节我们的工资的下班的时间必须也晚,20.72,5.49,0.265
L5,whisper,clean/light/s3_spk1.wav,因为你可以为了身体健康我的意志不太一致我可以给你说睡早起也是熬夜没问题我都觉得晚睡晚起是熬夜既然你是晚睡晚起那你个人的生活空间毕竟也就这么紧你是怎么多出额外的时间来做自己的事跟八点睡六点起你忙是要那它是怎么环节我们空气的,21.39,6.92,0.323
L5,whisper,clean/light/s3_spk2.wav,因为你可以为了身体健康我的意志不太一致我可以给你解释晚睡早起也算早夜了没问题我都觉得晚睡晚起也算早夜了既然你是晚睡晚起你个人的生活空间必定也就这么紧你是怎么多出额外的时间来做自己的工作跟八点睡六点起你忙是要那它是怎么缓解我们的空气的,21.39,6.99,0.327
L5,whisper,clean/light/s4_spk1.wav,不太一致我可以给你解释他在那个时间段拥有了自己因为你可以早睡因为你可以为了身体你刚刚学到晚睡晚起你个人的生活空间必定也就这么低你下班的时间必定也晚既然你是晚睡晚起,19.24,5.11,0.265
L5,whisper,clean/light/s4_spk2.wav,哦不太意识我可以给你它让你在那个时间段拥有因为你可以早睡早起因为你可以为了身体健康因为你能学到晚睡晚起早夜那你个人的生活空间必定也就这么紧你下班的时间必定也晚既然你是晚睡晚起,19.24,5.31,0.276
L5,whisper,white_0dB/heavy/s0_spk1.wav,"哦,您太心虚了,我可以你我我我我我我我我我我我我我我我我我我我我.好喻,好喻,我都不说了。对。对。",17.10,20.91,1.223
L5,whisper,white_0dB/heavy/s0_spk2.wav,哦 太意思了我说 我做人可以做发表的礼貌需要好 我先表完这一晚下来的这一段是工业晚是在讲着熬夜所谓的熬夜就是晚对嘛,17.10,10.42,0.609
L5,whisper,white_0dB/heavy/s1_spk1.wav,好 没问题好 我帮你试一下没问题 没问题听不着没有了我这边的肥肠是是在讲着熬夜 所谓的熬夜就是晚睡是吧,17.43,5.95,0.342
L5,whisper,white_0dB/heavy/s1_spk2.wav,,17.43,11.37,0.653
L5,whisper,white_0dB/heavy/s2_spk1.wav,,15.09,11.48,0.761
L5,whisper,white_0dB/heavy/s2_spk2.wav,出貨廢物 要留著所以你搞死人了因為你賠錢 賠人的利益有喔 賠錢你不會賠要賠錢 賠錢你不會賠要賠錢 賠錢你不會賠要賠錢 賠錢你不會賠要賠錢 賠錢你不會賠,15.09,2.17,0.144
L5,whisper,white_0dB/heavy/s3_spk1.wav,所以你可以为了身体健康保持态度晚睡晚饭晚睡早饭早饭早饭早饭早饭早饭早饭早饭早饭早饭早饭早饭早饭早饭早饭早饭早饭早饭早饭早饭早饭早饭早饭早饭早饭早饭早饭早饭早饭早饭早饭早饭早饭早饭早饭早饭早饭早饭早饭早饭早饭,15.75,42.94,2.726
L5,whisper,white_0dB/heavy/s3_spk2.wav,,15.75,32.12,2.039
L5,whisper,white_0dB/heavy/s4_spk1.wav,,13.74,5.13,0.373
L5,whisper,white_0dB/heavy/s4_spk2.wav,哦 我看你的 我听你的我看你的你吗我看你的我有的因为你个人的那你每个人都怎么见我们一路迟到晚最晚最晚你既然是晚最晚,13.74,11.44,0.833
L5,whisper,white_0dB/light/s0_spk1.wav,"不太意识,我可以给你打发这个词,是一个法导性的词,因为你可以为了身体健康,你就可以写到晚睡晚起,早夜熬夜。我个人,可以在黑暗的时间,比方需要,那它是什么环节,我可以写到,好,我今天比较晚睡晚起,下半段时间继续写晚,其实在讲着熬夜,所以熬夜就是晚睡晚起,是吧?",23.55,2.62,0.111
L5,whisper,white_0dB/light/s0_spk2.wav,十三分钟。,23.55,38.90,1.652
L5,whisper,white_0dB/light/s1_spk1.wav,晚睡早起也熬夜了我忘记再说一次因为你可以早睡它让你在这个时间因为你可以为了身体体验没问题 没问题上班的时间毕竟也晚我们个人可以支配的日常时间一致的不错吧现在讲的熬夜所谓的熬夜就是晚睡晚起,22.94,5.57,0.243
L5,whisper,white_0dB/light/s1_spk2.wav,好好好好好好好好好,22.94,2.26,0.099
L5,whisper,white_0dB/light/s2_spk1.wav,不落分是要晚睡早起因为你可以早睡我忘记你再稍微早上是一个发抖上班的时间你决定决管我可以说两点十点你妈是要那她是怎么管决我下班的时间你决定决管,20.72,5.13,0.248
L5,whisper,white_0dB/light/s2_spk2.wav,------------,20.72,40.90,1.974
L5,whisper,white_0dB/light/s3_spk1.wav,因为你可以为了身体健康不太无知我可以我睡早起也看不见直到晚睡晚起既然你晚睡晚起那你个人的生活空间毕竟是就这么低你是怎么拖出额外的时间来扩充跟班女是有点女胞是要那她是怎么环节,21.39,6.21,0.290
L5,whisper,white_0dB/light/s3_spk2.wav,好好好好好,21.39,1.63,0.076
L5,whisper,white_0dB/light/s4_spk1.wav,"不太明智,我可以跟你说,他让你在那个年段拥有,因为你可以早睡,所以你可以为了身体健康,要让他睡到晚睡晚睡,要让你个人的生活空间进入宇宙的本质,你下半个时间必须睡晚,既然你是晚睡晚睡,",19.24,4.65,0.242
L5,whisper,white_0dB/light/s4_spk2.wav,"不太一致,不太一致他让你一直在那种时间段拥有因为你可以早睡因为你可以被个身体健康因为你可以睡到晚睡晚醒那你个人的生活空间毕竟也就是半天你下半天毕竟也晚既然你是晚睡晚醒",19.24,5.17,0.269
L1,funasr,babble_0dB/heavy/s0.wav,苹果在小们，我要去游的时候睡觉在洗手吗？,17.10,3.28,0.192
L1,funasr,babble_0dB/heavy/s1.wav,晚睡早起还熬夜了。老王说，要说的是什个，因为你可以早早睡息所，为什么？有时候他让你上上班习惯的时候啊，你们根本可以为了了身体。健生，我活这么长时间间，睡睡的，你真的讲的熬夜不熬夜的晚睡晚睡是吗？,17.43,1.59,0.092
L1,funasr,babble_0dB/heavy/s2.wav,多过分分是一场觉，会会干发，因为早起很熬眠，因为你上上夜早睡不不醒，我是你再稍稍微一点点时间啊，你你再一个发努力啊，后这个个太有就就是一种杀杀的的的的行果。,15.09,1.27,0.084
L1,funasr,babble_0dB/heavy/s3.wav,已经经经了，所一些行求都是采用一一个是是公安机关关，这个另另外名一定是没有。,15.75,1.38,0.087
L1,funasr,babble_0dB/heavy/s4.wav,都会太险的。我为一个因为我看的时候看见你写在这样一条游泳的这子，因为你们有人多那种，因为你们因为为了中线线，因为我们们都晚最晚的时候候没有，因为居然是晚上晚上。,13.74,1.32,0.096
L1,funasr,babble_0dB/light/s0.wav,都太一远，我我以给你直身穿，因为哪怕觉觉得自己已经经刷不了了，因为为你己己每身身体间会去去平的晚，晚睡晚以后没有出来，它让让你身内内的间间能任任的时间。我我我下半的我，我是在熬熬天老天天的的一间一啊。,23.55,2.15,0.091
L1,funasr,babble_0dB/light/s1.wav,晚睡早起可以嗯啊高兴的时候很我们因为你可以早睡早起，因为他让自己在那个时间段方式告诉他他是怎么喝。因为你可以为了身体健康的问题题，你先不着急呢，上班的时间比较晚的，个人时间可以支配他们的日常时间是一致。怎么做饭的吧，一直在两人熬夜，所谓的熬夜就是晚睡晚起是吧？,22.94,2.02,0.088
L1,funasr,babble_0dB/light/s2.wav,不过分一起一小钟钟钟，早睡早起一团业，因为你可以早睡，怎么不慌慌？我告你，你再稍微简一一下，因为哪怕你可能是一个个发起的上半的时，是你还有什么？我跟你说一下，我我可你这个是是的的个下半半的时间，我结会。,20.72,1.80,0.087
L1,funasr,babble_0dB/light/s3.wav,那女人为了身体健康的方都都太太是我跟你一解解释吧吧以次我自己一手，我觉得晚睡晚起少，夜夜天然晚晚。他这个晚他已经发生你个人的生活，不平的经济成旧的问题，你是怎么的事情？我外了时间来管虑了，这么的一间跟八点睡六天的意思，你当时际上问他是怎么管的，这个病睡之的。,21.39,1.93,0.090
L1,funasr,babble_0dB/light/s4.wav,因为有个太严是因是我给你去解这个时情，它让自以在那个片段抽用这个东西。因为你可以早睡早走，因为你可以为了深藏体睡，然要做到晚睡管理知吧？对你个人的生活，每天天就这么几点，下半的平SCC创业晚理金，既然是晚睡晚理。,19.24,1.61,0.083
L1,funasr,clean/heavy/s0.wav,哦，不太一致，我可以给你解释我的个人打他这个自己可以说发表一定的自己，是因为你可以这个身体健康，对方觉得晚睡晚起有没有哦，他让你在热个时间段拥有自己一直在讲的熬夜，所谓的熬夜就是晚睡晚起是吧？,17.10,1.67,0.098
L1,funasr,clean/heavy/s1.wav,晚睡早起也是熬夜了哦，我刚时不知道他是怎么还，因为你可以早睡早起，没问题，没问题。先不知道。他让你在上班的间段拥有自的个人，可以为了身体健康，康的日常时间是一致的。没错吧。其实在讲的熬夜，所谓的熬夜就是晚睡晚起是吧？,17.43,1.58,0.091
L1,funasr,clean/heavy/s2.wav,其实布洛芬也是一种药，没有晚睡早起也是熬夜了，因为你稍微早睡，必定也晚。我方这里再你稍微几两点睡上十十点一个刷抖音，你方是要那他是保护太乙我们的空间，可你你解释你下班的时间必定也晚。,15.09,1.53,0.101
L1,funasr,clean/heavy/s3.wav,因为你可以为了身体健康哦，不太一样。既然你是晚睡晚起，晚睡个人专夜，我方觉得晚睡晚起也是怎么给出额外的时间来过自己一个刷抖音的，跟八点睡六点起步。你方是要那他是怎么缓解我们的空虚的？,15.75,1.37,0.087
L1,funasr,clean/heavy/s4.wav,哦，不太一致，我可以给你解释哦，哦，你方是要在他是怎么缓解我们的拥有的。因为你个人的生活空间，因那你可以被纠么么。因为对方觉得晚睡晚起别好。嗯，既然你是晚睡晚起。,13.74,1.15,0.084
L1,funasr,clean/light/s0.wav,哦，不太一致，我可以给你解释。你哪怕这个自己是一个刷抖音的自己，因为你可以为了身体健康，对方觉得晚睡晚起也是熬夜的个人，他让可以支配的时间段，你方是拥有，那他是怎么缓解我们的空虚的？好，我先聊晚睡晚起，你下班的时间必定也晚。其是在讲的熬夜，所谓的熬夜就是晚睡晚起，是吧？,23.55,1.86,0.079
L1,funasr,clean/light/s1.wav,晚睡早起也是熬夜了哦，我方这里再稍微解释一下他，因为你可以早睡早起哦，他让你在那个时间段你方是药，那他是怎么回所为？你可以为了身体健康，没问题，没问题，先不着急，你上班的时间必定也晚，我的个人是可以支配的日常，时间是一致的。没错，爸爸其实在讲的熬夜，所谓的熬夜就是晚睡晚起，是吧？,22.94,1.86,0.081
L1,funasr,clean/light/s2.wav,其实布洛芬也是一种药，晚睡早起也是熬夜了啦，因为你可以早睡早起哦，我方这里再稍微解释一下，大家哪怕这个自己是一个刷抖音的，上班的时间都不太有晚，我可以跟你直我两点睡十呃十点起，你方是要那他是怎么缓解我们的空虚的，你下班的时间必定也晚。,20.72,1.95,0.094
L1,funasr,clean/light/s3.wav,因为你可以为了身体健康哦，不太一致，我可以给你解释。释睡睡早起也是熬夜了。你方觉得晚睡晚起也是熬夜，既然你是晚睡晚起，一个刷抖一个人的生活空间，必竟也就这么点，你是怎么多出额外的时间来过自己的生活的呢？跟八点睡六点起步，你方是要那他是怎么缓解我们的空虚的？,21.39,1.93,0.090
L1,funasr,clean/light/s4.wav,哦，不太一致，我可以给你解释是哦，他让你在那个时间段里拥有了自己，因为你可以早睡早起，因为你可以为了身体方什么样子。他觉觉得晚睡晚起少夜，那你个人的生活空间必定也就这么点，你下班的时间必定也晚。嗯，既然你是晚睡晚起。,19.24,1.88,0.098
L1,funasr,white_0dB/heavy/s0.wav,老师注是这个身体，每一直都觉得晚睡晚，晚睡晚睡工业网，是在想着。,17.10,1.11,0.065
L1,funasr,white_0dB/heavy/s1.wav,没问题没问题。有的朋友在讲的熬夜，所谓的熬夜就是晚睡晚起是吧？,17.43,1.22,0.070
L1,funasr,white_0dB/heavy/s2.wav,呃，没有没有我发短信帮是要让他别管。,15.09,1.12,0.074
L1,funasr,white_0dB/heavy/s3.wav,这是晚上怎么办呢？都需要。,15.75,0.97,0.062
L1,funasr,white_0dB/heavy/s4.wav,因为你个人的稳健为能，我们叫。,13.74,1.08,0.078
L1,funasr,white_0dB/light/s0.wav,觉得晚睡完，当时要去和他，我先聊完全有在讲的熬夜。所谓的熬夜，就是晚睡晚起是吧？,23.55,1.77,0.075
L1,funasr,white_0dB/light/s1.wav,晚睡早起，因为你可以走二零一六，先不着急，你上班的时间毕竟也晚在讲的熬夜，所谓的熬夜就是晚睡晚起，是吧？,22.94,1.91,0.083
L1,funasr,white_0dB/light/s2.wav,嗯，要没问题个刷抖音，上班的时要睡觉。那他是去年晚。,20.72,1.44,0.070
L1,funasr,white_0dB/light/s3.wav,睡早起也没问题，都觉得晚睡给我刷抖音，你就这么你你是怎么多出额外的当，是要那他是怎么缓解我们的冲击的？,21.39,1.72,0.080
L1,funasr,white_0dB/light/s4.wav,我们就把它怼到晚睡晚起，就这么几，就是晚睡完。,19.24,1.23,0.064
L3,funasr,babble_0dB/heavy/s0_spk1.wav,,17.10,1.70,0.099
L3,funasr,babble_0dB/heavy/s0_spk2.wav,,17.10,0.51,0.030
L3,funasr,babble_0dB/heavy/s1_spk1.wav, Feel very.,17.43,0.65,0.038
L3,funasr,babble_0dB/heavy/s1_spk2.wav,,17.43,0.55,0.032
L3,funasr,babble_0dB/heavy/s2_spk1.wav,,15.09,0.50,0.033
L3,funasr,babble_0dB/heavy/s2_spk2.wav,,15.09,0.45,0.030
L3,funasr,babble_0dB/heavy/s3_spk1.wav,,15.75,0.49,0.031
L3,funasr,babble_0dB/heavy/s3_spk2.wav,,15.75,0.46,0.029
L3,funasr,babble_0dB/heavy/s4_spk1.wav,,13.74,0.47,0.034
L3,funasr,babble_0dB/heavy/s4_spk2.wav,就一年之前的，因为因因每个地都是都都必都是二二五三十二。,13.74,0.48,0.035
L3,funasr,babble_0dB/light/s0_spk1.wav,,23.55,0.68,0.029
L3,funasr,babble_0dB/light/s0_spk2.wav,,23.55,0.66,0.028
L3,funasr,babble_0dB/light/s1_spk1.wav,,22.94,0.63,0.028
L3,funasr,babble_0dB/light/s1_spk2.wav,,22.94,0.64,0.028
L3,funasr,babble_0dB/light/s2_spk1.wav, How what are you dothat work?,20.72,0.61,0.029
L3,funasr,babble_0dB/light/s2_spk2.wav,,20.72,0.60,0.029
L3,funasr,babble_0dB/light/s3_spk1.wav,,21.39,0.61,0.028
L3,funasr,babble_0dB/light/s3_spk2.wav,,21.39,0.60,0.028
L3,funasr,babble_0dB/light/s4_spk1.wav,,19.24,0.55,0.029
L3,funasr,babble_0dB/light/s4_spk2.wav,,19.24,0.56,0.029
L3,funasr,clean/heavy/s0_spk1.wav,哦，不太一致，我可以给你解我是我的个人，他这个自己这一个是本定的自己，你时是一一那个什么环，我的一个东西，晚睡晚起，你只要晚睡晚起哦，他让你在亚湾那边这样弟弟工也晚了。其实在讲的熬夜，所谓的熬夜就是晚睡晚起，是吧？,17.10,0.55,0.032
L3,funasr,clean/heavy/s0_spk2.wav,哦，不太一致，我可以给你解释我的个人，哪怕这个自己可以自发肯定的自己，因为你你可以个身身健健康为就觉觉得晚睡晚起早睡睡晚哦，他让你在亚晚那边这样可以总有自己其实在讲的熬夜，所谓的熬夜就是晚睡晚起是吧？,17.10,0.55,0.032
L3,funasr,clean/heavy/s1_spk1.wav,早睡早起也算熬夜了哦，我光是要说他是怎么还的，因为你可以早睡早没问题，没问题，先不着急，让你在上班的时间段毕竟也晚。我的个人是为身体，以说对这个的日常时间是一致的。没错吧。其实在讲的熬夜，所谓的熬夜就是晚睡晚起是吧？,17.43,0.59,0.034
L3,funasr,clean/heavy/s1_spk2.wav,早睡早起也算熬夜了哦，我忘记知道道那是怎么还，因为你可以早睡，早没问题没问题。先不说他，让你你在上的的段段己拥拥我自己，我的个人可以为了身体健康，我的日常时间是一致的。没错，爸爸其实在讲的熬夜，所谓的熬夜就是晚睡晚起是吧？,17.43,0.55,0.032
L3,funasr,clean/heavy/s2_spk1.wav,其实布洛芬也是一种药，没有早睡早起也是熬夜了。因为你上一般的睡人毕定也晚，从这里在就稍微两点睡十呃十点是一个刷抖音。你方是要那他是到快一点，我们的框，我可以我是你下班的时间，必定也晚。,15.09,0.50,0.033
L3,funasr,clean/heavy/s2_spk2.wav,其实布洛芬也是一种药的，晚睡早起也算熬夜了。因为你上一班的睡人必定也晚。我方这里再这稍微一点两点睡，哪怕一个支点是一个刷抖音的方式药。那他是到后太节，我们的空间可以解释你下班的时间必定也晚。,15.09,0.49,0.033
L3,funasr,clean/heavy/s3_spk1.wav,因为你可以为了身体健康哦，不太一思。虽然你是晚睡睡，晚习睡睡个人没问题。我觉得你就这么晚，你你是怎么借出额外的时间来做，这是一个刷抖音的，跟八点睡六点起路，你方是要那他是怎么缓解我们的空虚的？,15.75,0.54,0.034
L3,funasr,clean/heavy/s3_spk2.wav,因为你可以为了身体健康哦，不太理许。虽然你是晚睡晚习，DD晚睡早起一夜，我觉得觉得晚睡晚起也是好业务，就额外的。他给了我自己一个刷抖音的，跟八点睡，六点起步。你方是要那他是怎么缓解我们的空虚的？,15.75,0.54,0.034
L3,funasr,clean/heavy/s4_spk1.wav,哦，不太一致，我可以给你解释哦，你方是要那他是怎么关对我们的朋友的。那么因为你个人的生活空间，那你可以费的都这么低。我的一志公决、大晚睡晚起学觉。嗯，既然你是晚睡晚起。,13.74,0.47,0.034
L3,funasr,clean/heavy/s4_spk2.wav,哦，不太一致，我可以给你解释哦，他让让在那个时间段我们拥有的自己，因为你个人的生活空间，那你可以为得都这么健健康。为方觉得晚睡晚起容易。嗯，既然你是晚睡晚起。,13.74,0.46,0.033
L3,funasr,clean/light/s0_spk1.wav,哦，不太一致，我可以给你解释是哪怕这个自己是一个刷抖音的自己，因为你可以为了身体健康，因对方觉得晚睡晚起也是熬夜。我个人他让可以支配的时间，你方是一样的，那是怎么缓缓解我们的空虚的。好，我先聊晚睡晚起，你下班的时间必定晚晚。其实在讲的熬夜，所谓的熬夜就是晚睡晚起，是吧？,23.55,0.74,0.031
L3,funasr,clean/light/s0_spk2.wav,哦，不太一致，我可以给你解释，哪怕这个自己是一个刷抖音的自己，因为你可以为了身体健康，一方方觉得晚睡晚起也是熬夜。我个人哦他让可以支配的时间段是是用，那他是怎么缓解我们的空虚的？好，我先聊晚睡晚起，你下班的时间必定也晚。其实在讲呢熬夜所谓的熬夜就是晚睡晚起是吧？,23.55,0.72,0.031
L3,funasr,clean/light/s1_spk1.wav,早睡早起也是熬夜了哦哦，我方这你再稍微解释一下，他，因为你可以早睡早起哦，他让你在那个时间段你方睡觉，那他是怎么回事？那你可以为了身体验，我得一没问题，没问题，先不着急，你上班的时间必定也晚，我的个人是可以支配的日常，时间是一致的。没错吧。其实在讲的熬夜，所谓的熬夜就是晚睡晚起是吧？,22.94,0.73,0.032
L3,funasr,clean/light/s1_spk2.wav,晚睡早起也算熬夜了哦，我方这里再稍微解释一下他，因为你可以早睡早起哦，他让你在那个时间段，你方需觉，那他是怎么回事？那你可以为了身体体肥康，没问题，没问题，先不着急，你上班的时间必定也晚。我的个人是日可以支配的日常，时间是一致的。错吧吧其实在讲的熬夜，所谓的熬夜就是晚睡晚起是吧？,22.94,0.70,0.031
